ORCID,author_position,corresponding_author,pub_date,DOI,already_oa,oa_status,issn,source,publisher,policy_uri,submitted_oa_policy,accepted_oa_policy,published_oa_policy
https://orcid.org/0000-0002-4214-8543,middle,https://orcid.org/0000-0003-1634-9904,2024-08-23,https://doi.org/10.1007/s00421-024-05576-2,no,closed,1439-6319,European Journal of Applied Physiology,Springer Science+Business Media,https://v2.sherpa.ac.uk/id/publication/28234,None,None,None
https://orcid.org/0000-0002-7095-5772,first,https://orcid.org/0000-0002-7095-5772,2024-08-24,https://doi.org/10.1002/sce.21901,yes,hybrid,0036-8326,Science Education,Wiley,https://v2.sherpa.ac.uk/id/publication/15241,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
,middle,https://orcid.org/0000-0001-5467-6776,2024-08-28,https://doi.org/10.1017/ice.2024.93,yes,hybrid,0899-823X,Infection Control and Hospital Epidemiology,Cambridge University Press,https://v2.sherpa.ac.uk/id/publication/28400,None,None,None
https://orcid.org/0000-0001-8925-3108,first,https://orcid.org/0000-0001-8925-3108,2024-08-19,https://doi.org/10.26522/brocked.v33i3.1176,yes,diamond,1183-1189,Brock Education Journal,Brock University,https://v2.sherpa.ac.uk/id/publication/20655,None,None,None
https://orcid.org/0000-0003-3147-4703,first,none,2024-08-29,https://doi.org/10.1123/pes.2024-0021,no,closed,0899-8493,Pediatric Exercise Science,Human Kinetics,https://v2.sherpa.ac.uk/id/publication/12259,None,3849:fee_no:Publisher copyright and source must be acknowledged Must link to publisher version with DOI Set statement to accompany deposit (see policy);,None
https://orcid.org/0000-0002-8609-2166,last,none,2024-09-05,https://doi.org/10.1037/xlm0001378,yes,hybrid,0278-7393,Journal of Experimental Psychology Learning Memory and Cognition,American Psychological Association,https://v2.sherpa.ac.uk/id/publication/3493,None,195:fee_no:After acceptance Publisher copyright and source must be acknowledged Must link to publisher version with DOI Set statement must accompany deposit;,None
https://orcid.org/0000-0002-4989-5058,middle,none,2024-09-11,https://doi.org/10.2196/56729,yes,gold,1929-073X,Interactive Journal of Medical Research,JMIR Publications,https://v2.sherpa.ac.uk/id/publication/32245,None,None,None
https://orcid.org/0009-0009-4162-2926,first,none,2024-09-27,https://doi.org/10.1186/s12913-024-11454-6,yes,gold,1472-6963,BMC Health Services Research,BioMed Central,https://v2.sherpa.ac.uk/id/publication/2430,None,None,None
https://orcid.org/0000-0002-1069-7580,first,,2024-10-18,https://doi.org/10.3390/microorganisms12102088,yes,gold,2076-2607,Microorganisms,Multidisciplinary Digital Publishing Institute,https://v2.sherpa.ac.uk/id/publication/24814,None,None,None
https://orcid.org/0000-0002-3528-2920,first,none,2024-10-28,https://doi.org/10.3758/s13421-024-01655-z,no,closed,0090-502X,Memory & Cognition,Springer Science+Business Media,https://v2.sherpa.ac.uk/id/publication/13120,None,11275:fee_no:Published source must be acknowledged with citation Must link to publisher version with DOI Post-prints are subject to Springer Nature re-use terms Set statement to accompany deposit (see policy);,None
https://orcid.org/0000-0001-8498-1712,first,none,2024-10-31,https://doi.org/10.1037/spq0000672,no,closed,2578-4218,School Psychology,American Psychological Association,https://v2.sherpa.ac.uk/id/publication/3519,None,195:fee_no:After acceptance Publisher copyright and source must be acknowledged Must link to publisher version with DOI Set statement must accompany deposit;,None
,first,none,2024-11-14,https://doi.org/10.52975/llt.2024v94.005,no,closed,0700-3862,Labour / Le Travail,Athabasca University Press,None,None,None,None
,first,https://orcid.org/0000-0002-4873-6928,2024-11-24,https://doi.org/10.1007/s11030-024-11042-0,no,closed,1381-1991,Molecular Diversity,Springer Science+Business Media,https://v2.sherpa.ac.uk/id/publication/17291,None,None,None
https://orcid.org/0000-0003-1771-8898,middle,https://orcid.org/0000-0003-1771-8898,2024-11-26,https://doi.org/10.1002/mar.22153,yes,hybrid,0742-6046,Psychology and Marketing,Wiley,https://v2.sherpa.ac.uk/id/publication/15234,11212:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11213:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
https://orcid.org/0000-0001-5678-7234,middle,none,2024-11-28,https://doi.org/10.1093/ageing/afae264,yes,hybrid,0002-0729,Age and Ageing,Oxford University Press,https://v2.sherpa.ac.uk/id/publication/1334,None,39:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with DOI Set phrase to accompany archived copy;,None
https://orcid.org/0000-0003-3840-5639,first,none,2025-01-13,https://doi.org/10.1152/ajpcell.00867.2024,no,closed,0363-6143,AJP Cell Physiology,American Physical Society,https://v2.sherpa.ac.uk/id/publication/7390,None,None,None
,first,,2025-01-14,https://doi.org/10.56367/oag-045-11711,no,closed,2516-3817,Open Access Government,,None,None,None,None
https://orcid.org/0000-0003-3806-8986,middle,none,2025-02-12,https://doi.org/10.1080/15230430.2024.2445945,yes,gold,1523-0430,Arctic Antarctic and Alpine Research,Institute of Arctic and Alpine Research,https://v2.sherpa.ac.uk/id/publication/13504,None,None,None
https://orcid.org/0000-0002-8262-5412,last,https://orcid.org/0000-0002-7933-9378,2025-02-19,https://doi.org/10.1111/1471-0528.18121,yes,hybrid,1470-0328,BJOG An International Journal of Obstetrics & Gynaecology,Wiley,https://v2.sherpa.ac.uk/id/publication/7615,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
https://orcid.org/0000-0003-3409-5979,middle,none,2025-03-24,https://doi.org/10.1177/08862605251327393,no,closed,0886-2605,Journal of Interpersonal Violence,SAGE Publishing,https://v2.sherpa.ac.uk/id/publication/9304,None,None,None
,first,none,2025-03-24,https://doi.org/10.1080/08961530.2025.2481620,no,closed,0896-1530,Journal of International Consumer Marketing,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/5639,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
https://orcid.org/0000-0001-5668-9706,middle,none,2025-03-18,https://doi.org/10.1097/jsm.0000000000001315,no,closed,1050-642X,Clinical Journal of Sport Medicine,Lippincott Williams & Wilkins,https://v2.sherpa.ac.uk/id/publication/8742,None,6750:fee_no:Set statement to accompany deposit;,None
https://orcid.org/0000-0001-5668-9706,middle,none,2025-04-22,https://doi.org/10.1097/jsm.0000000000001361,no,closed,1050-642X,Clinical Journal of Sport Medicine,Lippincott Williams & Wilkins,https://v2.sherpa.ac.uk/id/publication/8742,None,6750:fee_no:Set statement to accompany deposit;,None
https://orcid.org/0000-0002-9116-3686,first,none,2025-04-28,https://doi.org/10.1080/17425964.2025.2497189,no,closed,1742-5964,Studying Teacher Education,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/6135,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
https://orcid.org/0000-0002-3913-9961,first,none,2025-04-30,https://doi.org/10.1186/s12877-025-05949-y,yes,gold,1471-2318,BMC Geriatrics,BioMed Central,https://v2.sherpa.ac.uk/id/publication/2429,None,None,None
https://orcid.org/0000-0001-8498-1712,first,none,2025-04-29,https://doi.org/10.1002/jad.12509,yes,hybrid,0140-1971,Journal of Adolescence,Wiley,https://v2.sherpa.ac.uk/id/publication/13752,11219:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11220:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);11221:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
https://orcid.org/0000-0002-3913-9961,middle,none,2025-05-09,https://doi.org/10.3389/fvets.2025.1592569,yes,gold,2297-1769,Frontiers in Veterinary Science,Frontiers Media,https://v2.sherpa.ac.uk/id/publication/31004,None,None,None
https://orcid.org/0000-0003-4906-0090,middle,none,2025-05-16,https://doi.org/10.1139/cjfas-2024-0280,no,closed,0706-652X,Canadian Journal of Fisheries and Aquatic Sciences,Canadian Science Publishing,https://v2.sherpa.ac.uk/id/publication/10129,8195:fee_no:no conditions;,3875:fee_no:Publisher copyright and source must be acknowledged Author's archived version must not be amended once its accepted for publication Must link to publisher version;,None
,first,none,2025-05-16,https://doi.org/10.1002/dvdy.70035,yes,hybrid,1058-8388,Developmental Dynamics,Wiley,https://v2.sherpa.ac.uk/id/publication/13850,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
https://orcid.org/0000-0002-9757-2771,middle,none,2025-05-16,https://doi.org/10.1007/s10578-025-01858-8,yes,hybrid,0009-398X,Child Psychiatry & Human Development,Springer Science+Business Media,https://v2.sherpa.ac.uk/id/publication/15772,None,None,None
https://orcid.org/0000-0002-6591-6760,middle,none,2025-05-01,https://doi.org/10.1016/j.cbpa.2025.111880,no,closed,1095-6433,Comparative Biochemistry and Physiology Part A Molecular & Integrative Physiology,Elsevier BV,https://v2.sherpa.ac.uk/id/publication/27880,None,None,10952:fee_yes:Published source must be acknowledged with citation;10953:fee_yes:Published source must be acknowledged with citation;
https://orcid.org/0000-0001-8205-2194,first,none,2025-05-25,https://doi.org/10.1007/s10803-025-06885-x,no,closed,0162-3257,Journal of Autism and Developmental Disorders,Springer Science+Business Media,https://v2.sherpa.ac.uk/id/publication/14848,None,None,None
https://orcid.org/0000-0002-5214-1943,first,none,2025-06-06,https://doi.org/10.1080/28324765.2025.2515429,yes,diamond,2832-4765,Cogent Mental Health,,https://v2.sherpa.ac.uk/id/publication/41957,None,None,None
,first,none,2025-05-01,https://doi.org/10.1152/physiol.2025.40.s1.0682,no,closed,1548-9221,Physiology,American Physiological Society,https://v2.sherpa.ac.uk/id/publication/7401,None,833:fee_no:Must link to publisher version with DOI;,None
,first,none,2025-05-01,https://doi.org/10.1152/physiol.2025.40.s1.1370,no,closed,1548-9221,Physiology,American Physiological Society,https://v2.sherpa.ac.uk/id/publication/7401,None,833:fee_no:Must link to publisher version with DOI;,None
https://orcid.org/0000-0001-5894-0300,first,none,2025-05-01,https://doi.org/10.1152/physiol.2025.40.s1.0583,no,closed,1548-9221,Physiology,American Physiological Society,https://v2.sherpa.ac.uk/id/publication/7401,None,833:fee_no:Must link to publisher version with DOI;,None
,first,none,2025-05-01,https://doi.org/10.1152/physiol.2025.40.s1.0688,no,closed,1548-9221,Physiology,American Physiological Society,https://v2.sherpa.ac.uk/id/publication/7401,None,833:fee_no:Must link to publisher version with DOI;,None
https://orcid.org/0000-0002-9757-2771,first,none,2025-01-01,https://doi.org/10.1093/tbm/ibaf041,no,closed,1613-9860,Translational Behavioral Medicine,Oxford University Press,https://v2.sherpa.ac.uk/id/publication/34746,None,39:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with DOI Set phrase to accompany archived copy;,None
https://orcid.org/0000-0002-5214-1943,last,none,2025-01-01,https://doi.org/10.1515/em-2024-0028,no,closed,2161-962X,Epidemiologic Methods,De Gruyter,https://v2.sherpa.ac.uk/id/publication/22237,776:fee_no:no conditions;,None,None
https://orcid.org/0000-0002-1918-1695,middle,none,2025-01-03,https://doi.org/10.3389/fspor.2024.1446909,yes,gold,2624-9367,Frontiers in Sports and Active Living,Frontiers Media,https://v2.sherpa.ac.uk/id/publication/36864,None,None,None
https://orcid.org/0009-0009-1822-8920,first,https://orcid.org/0009-0009-1822-8920,2025-01-06,https://doi.org/10.3390/plants14010137,yes,gold,2223-7747,Plants,Multidisciplinary Digital Publishing Institute,https://v2.sherpa.ac.uk/id/publication/24818,None,None,None
https://orcid.org/0009-0006-6738-7010,first,https://orcid.org/0009-0006-6738-7010,2025-01-06,https://doi.org/10.1177/13691481241309271,no,closed,1369-1481,The British Journal of Politics and International Relations,SAGE Publishing,https://v2.sherpa.ac.uk/id/publication/6795,None,4541:fee_no:Published source must be acknowledged with citation Copyright must be acknowledged;,None
,first,none,2025-01-01,https://doi.org/10.1123/jsep.2024-0372,no,closed,0895-2779,Journal of Sport and Exercise Psychology,Human Kinetics,https://v2.sherpa.ac.uk/id/publication/12253,None,3849:fee_no:Publisher copyright and source must be acknowledged Must link to publisher version with DOI Set statement to accompany deposit (see policy);,None
https://orcid.org/0000-0001-9537-1741,first,https://orcid.org/0000-0001-9537-1741,2025-01-07,https://doi.org/10.3390/histories5010003,yes,diamond,2409-9252,Histories,Multidisciplinary Digital Publishing Institute,https://v2.sherpa.ac.uk/id/publication/38200,None,None,None
https://orcid.org/0000-0002-0905-4166,first,none,2025-01-07,https://doi.org/10.1177/10497323241308779,no,closed,1049-7323,Qualitative Health Research,SAGE Publishing,https://v2.sherpa.ac.uk/id/publication/9439,None,None,None
https://orcid.org/0000-0003-1633-9757,last,none,2025-01-09,https://doi.org/10.1016/j.preghy.2025.101187,no,closed,2210-7789,Pregnancy Hypertension,Elsevier BV,https://v2.sherpa.ac.uk/id/publication/18856,None,None,10952:fee_yes:Published source must be acknowledged with citation;10953:fee_yes:Published source must be acknowledged with citation;
https://orcid.org/0000-0003-3020-1455,middle,none,2025-01-11,https://doi.org/10.1007/s12034-024-03376-0,no,closed,0250-4707,Bulletin of Materials Science,Springer Science+Business Media,https://v2.sherpa.ac.uk/id/publication/23137,None,None,2215:fee_no:no conditions;
https://orcid.org/0000-0002-0717-2011,first,https://orcid.org/0000-0002-0717-2011,2025-01-01,https://doi.org/10.1136/bmjopen-2024-088626,yes,gold,2044-6055,BMJ Open,BMJ,https://v2.sherpa.ac.uk/id/publication/17945,None,None,None
,first,none,2025-01-13,https://doi.org/10.1103/physrevb.111.l020102,no,closed,2469-9950,Physical review. B./Physical review. B,American Physical Society,https://v2.sherpa.ac.uk/id/publication/23829,None,None,None
https://orcid.org/0000-0002-0557-4471,first,https://orcid.org/0000-0002-9087-0493,2025-01-13,https://doi.org/10.1080/15257770.2025.2452387,no,closed,1525-7770,Nucleosides Nucleotides & Nucleic Acids,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/5902,None,None,None
https://orcid.org/0000-0002-8723-6774,last,https://orcid.org/0000-0003-3645-0911,2025-01-14,https://doi.org/10.3390/educsci15010086,yes,gold,2227-7102,Education Sciences,Multidisciplinary Digital Publishing Institute,https://v2.sherpa.ac.uk/id/publication/24796,None,None,None
https://orcid.org/0000-0002-2911-1295,first,https://orcid.org/0000-0002-2911-1295,2025-01-14,https://doi.org/10.1177/19394225241312441,no,closed,1939-4225,New Horizons in Adult Education and Human Resource Development,SAGE Publishing,https://v2.sherpa.ac.uk/id/publication/27389,None,None,None
https://orcid.org/0000-0002-0431-2787,middle,none,2025-01-01,https://doi.org/10.1016/j.healthplace.2024.103405,yes,hybrid,1353-8292,Health & Place,Elsevier BV,https://v2.sherpa.ac.uk/id/publication/16827,None,11179:fee_no:Must link to publisher version with DOI;11183:fee_no:Must link to publisher version with DOI;,11181:fee_yes:Published source must be acknowledged with citation;11182:fee_yes:Published source must be acknowledged with citation;
https://orcid.org/0000-0002-4773-4840,first,none,2025-01-01,https://doi.org/10.1002/acp.70024,no,closed,0888-4080,Applied Cognitive Psychology,Wiley,https://v2.sherpa.ac.uk/id/publication/467,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
,middle,none,2025-01-18,https://doi.org/10.1016/j.eucr.2025.102954,yes,gold,2214-4420,Urology Case Reports,Elsevier BV,https://v2.sherpa.ac.uk/id/publication/36587,None,None,None
,first,none,2025-01-17,https://doi.org/10.1080/24711616.2024.2447434,no,closed,2471-1616,International Journal of Kinesiology in Higher Education,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/42036,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
https://orcid.org/0000-0003-4828-9176,middle,https://orcid.org/0000-0002-7516-6895,2025-01-20,https://doi.org/10.1002/jad.12470,no,closed,0140-1971,Journal of Adolescence,Wiley,https://v2.sherpa.ac.uk/id/publication/13752,11219:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11220:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);11221:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
https://orcid.org/0000-0003-2431-498X,middle,none,2025-01-20,https://doi.org/10.1080/15434303.2024.2448963,no,closed,1543-4303,Language Assessment Quarterly,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/5805,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
https://orcid.org/0000-0001-5074-5703,middle,none,2025-01-20,https://doi.org/10.1177/10883576241311124,no,closed,1088-3576,Focus on Autism and Other Developmental Disabilities,SAGE Publishing,https://v2.sherpa.ac.uk/id/publication/9156,None,None,None
https://orcid.org/0000-0002-9196-0757,middle,https://orcid.org/0000-0002-5136-9188,2025-01-24,https://doi.org/10.1002/2211-5463.13972,yes,gold,2211-5463,FEBS Open Bio,Wiley,https://v2.sherpa.ac.uk/id/publication/21310,8051:fee_no:Publisher source must be acknowledged with citation Must link to published article with DOI;,None,None
https://orcid.org/0000-0001-9044-0701,middle,none,2025-01-01,https://doi.org/10.1139/facets-2023-0239,yes,gold,2371-1671,FACETS,Canadian Science Publishing,https://v2.sherpa.ac.uk/id/publication/30948,3878:fee_no:Published source must be acknowledged with citation Must link to published article with DOI;,None,None
,first,,2025-01-28,https://doi.org/10.1177/0160449x251315770,no,closed,0160-449X,Labor Studies Journal,SAGE Publishing,https://v2.sherpa.ac.uk/id/publication/9363,None,None,None
https://orcid.org/0000-0002-9383-8253,first,none,2025-01-29,https://doi.org/10.1097/nne.0000000000001808,no,closed,0363-3624,Nurse Educator,Lippincott Williams & Wilkins,https://v2.sherpa.ac.uk/id/publication/8883,None,6750:fee_no:Set statement to accompany deposit;,None
https://orcid.org/0000-0002-5404-002X,first,none,2025-01-30,https://doi.org/10.1111/ijmr.12394,yes,hybrid,1460-8545,International Journal of Management Reviews,Wiley,https://v2.sherpa.ac.uk/id/publication/13981,11212:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11213:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
https://orcid.org/0000-0003-2909-8286,middle,none,2025-01-30,https://doi.org/10.12968/bjca.2024.0078,no,closed,1749-6403,British Journal of Cardiac Nursing,MA Healthcare,https://v2.sherpa.ac.uk/id/publication/12195,None,11348:fee_no:Must link to publisher version Set statement must accompany deposit;,None
https://orcid.org/0000-0003-3407-9872,last,none,2025-01-29,https://doi.org/10.5130/ijcre.v18i1.9204,yes,diamond,1836-3393,Gateways International Journal of Community Research and Engagement,UTS ePRESS,https://v2.sherpa.ac.uk/id/publication/27501,None,None,None
https://orcid.org/0000-0002-7907-287X,first,https://orcid.org/0000-0001-6489-4160,2025-02-04,https://doi.org/10.1002/chem.202500273,no,closed,0947-6539,Chemistry - A European Journal,Wiley,https://v2.sherpa.ac.uk/id/publication/1518,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
https://orcid.org/0000-0001-7892-501X,first,https://orcid.org/0000-0001-7892-501X,2025-02-06,https://doi.org/10.1136/ip-2024-045529,no,closed,1353-8047,Injury Prevention,BMJ,https://v2.sherpa.ac.uk/id/publication/1899,None,197:fee_no:Upon online publication Publisher copyright and source must be acknowledged Must link to published article with DOI Set statement to accompany deposit;10362:fee_no:Upon online publication Publisher source must be acknowledged with citation Must link to published article with DOI Set statement to accompany deposit;,11335:fee_yes:Published source must be acknowledged with citation Must link to publisher version;
,first,none,2025-02-06,https://doi.org/10.1075/ml.00026.ted,no,closed,1871-1340,The Mental Lexicon,John Benjamins Publishing Company,https://v2.sherpa.ac.uk/id/publication/10996,None,None,372:fee_yes:Published source must be acknowledged with citation;
https://orcid.org/0000-0003-1333-6825,middle,none,2025-02-10,https://doi.org/10.1038/s41598-025-86700-w,yes,gold,2045-2322,Scientific Reports,Nature Portfolio,https://v2.sherpa.ac.uk/id/publication/24229,None,None,None
https://orcid.org/0000-0003-2161-5613,middle,https://orcid.org/0000-0002-5849-7334,2025-02-11,https://doi.org/10.1002/aur.70001,yes,hybrid,1939-3806,Autism Research,Wiley,https://v2.sherpa.ac.uk/id/publication/230,None,None,None
https://orcid.org/0000-0002-4214-8543,middle,none,2025-02-13,https://doi.org/10.1007/s00421-025-05702-8,yes,hybrid,1439-6319,European Journal of Applied Physiology,Springer Science+Business Media,https://v2.sherpa.ac.uk/id/publication/28234,None,None,None
https://orcid.org/0000-0002-0431-2787,middle,none,2025-02-13,https://doi.org/10.23889/ijpds.v10i1.2475,yes,gold,2399-4908,International Journal for Population Data Science,Swansea University,https://v2.sherpa.ac.uk/id/publication/33502,"5667:fee_no:Upon publication, published source must be acknowledged with citation Upon publication, must link to published article via DOI;",None,None
,first,none,2025-02-01,https://doi.org/10.1016/j.bbr.2025.115478,yes,hybrid,0166-4328,Behavioural Brain Research,Elsevier BV,https://v2.sherpa.ac.uk/id/publication/12474,None,11132:fee_no:Must link to publisher version with DOI Publisher source must be acknowledged with citation;11136:fee_no:Must link to published article with DOI Publisher source must be acknowledged with citation;,11134:fee_no:Published source must be acknowledged with citation;11135:fee_yes:Published source must be acknowledged with citation;
,first,https://orcid.org/0000-0002-9087-0493,2025-02-14,https://doi.org/10.1002/cbic.202500022,yes,hybrid,1439-4227,ChemBioChem,Wiley,https://v2.sherpa.ac.uk/id/publication/1459,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
https://orcid.org/0000-0002-7274-4645,middle,none,2025-02-14,https://doi.org/10.1123/jsm.2025-0005,no,closed,0888-4773,Journal of Sport Management,Human Kinetics,https://v2.sherpa.ac.uk/id/publication/12254,None,3849:fee_no:Publisher copyright and source must be acknowledged Must link to publisher version with DOI Set statement to accompany deposit (see policy);,None
https://orcid.org/0000-0002-6897-1407,first,https://orcid.org/0000-0002-6897-1407,2025-01-01,https://doi.org/10.1111/cag.70004,no,closed,0008-3658,Canadian Geographies / Géographies canadiennes,Wiley,https://v2.sherpa.ac.uk/id/publication/7624,11212:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11213:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
https://orcid.org/0000-0002-5214-1943,middle,https://orcid.org/0000-0001-8416-8182,2025-02-18,https://doi.org/10.1136/jech-2024-223176,no,closed,0143-005X,Journal of Epidemiology & Community Health,BMJ,https://v2.sherpa.ac.uk/id/publication/1901,None,197:fee_no:Upon online publication Publisher copyright and source must be acknowledged Must link to published article with DOI Set statement to accompany deposit;10362:fee_no:Upon online publication Publisher source must be acknowledged with citation Must link to published article with DOI Set statement to accompany deposit;,11335:fee_yes:Published source must be acknowledged with citation Must link to publisher version;
https://orcid.org/0000-0003-3409-5979,first,none,2025-02-17,https://doi.org/10.1037/dev0001927,no,closed,0012-1649,Developmental Psychology,American Psychological Association,https://v2.sherpa.ac.uk/id/publication/3453,None,195:fee_no:After acceptance Publisher copyright and source must be acknowledged Must link to publisher version with DOI Set statement must accompany deposit;,None
https://orcid.org/0000-0002-8262-5412,last,none,2025-02-19,https://doi.org/10.1080/16078055.2025.2461174,no,closed,0441-9057,World Leisure Journal,Taylor & Francis,None,None,None,None
https://orcid.org/0000-0002-6214-9260,last,none,2025-02-19,https://doi.org/10.1063/5.0250081,no,closed,0021-9606,The Journal of Chemical Physics,American Institute of Physics,https://v2.sherpa.ac.uk/id/publication/9875,None,824:fee_no:Publisher copyright and source must be acknowledged with set statement (see policy) Must link to published version;,825:fee_no:Must link to published version Publisher copyright and source must be acknowledged with set statement (see policy);
https://orcid.org/0009-0005-1344-588X,first,https://orcid.org/0009-0005-1344-588X,2025-02-19,https://doi.org/10.33178/alpha.28.07,yes,diamond,2009-4078,Alphaville Journal of Film and Screen Media,University College Cork,https://v2.sherpa.ac.uk/id/publication/37944,None,None,None
https://orcid.org/0000-0002-6214-9260,last,none,2025-02-25,https://doi.org/10.1063/5.0246344,no,closed,0021-9606,The Journal of Chemical Physics,American Institute of Physics,https://v2.sherpa.ac.uk/id/publication/9875,None,824:fee_no:Publisher copyright and source must be acknowledged with set statement (see policy) Must link to published version;,825:fee_no:Must link to published version Publisher copyright and source must be acknowledged with set statement (see policy);
https://orcid.org/0000-0001-7289-2675,middle,none,2025-02-01,https://doi.org/10.1016/j.ijbiomac.2025.141450,yes,hybrid,0141-8130,International Journal of Biological Macromolecules,Elsevier BV,https://v2.sherpa.ac.uk/id/publication/12553,None,None,10952:fee_yes:Published source must be acknowledged with citation;10953:fee_yes:Published source must be acknowledged with citation;
,first,,2025-02-25,https://doi.org/10.1163/22224297-08501038,no,closed,0084-4152,The Year’s Work in Modern Language Studies,Brill,https://v2.sherpa.ac.uk/id/publication/18,322:fee_no:Published source must be acknowledged Must link to publisher version Academic Social Network must adhere to STM sharing principles;,323:fee_no:Published source must be acknowledged Must link to publisher version Academic Social Network must adhere to STM sharing principles;,None
https://orcid.org/0000-0001-7217-3443,middle,https://orcid.org/0000-0001-5030-3155,2025-02-27,https://doi.org/10.3390/nu17050830,yes,gold,2072-6643,Nutrients,Multidisciplinary Digital Publishing Institute,https://v2.sherpa.ac.uk/id/publication/17521,None,None,None
https://orcid.org/0000-0002-3873-8196,first,,2025-02-28,https://doi.org/10.3390/e27030254,yes,gold,1099-4300,Entropy,Multidisciplinary Digital Publishing Institute,https://v2.sherpa.ac.uk/id/publication/24797,None,None,None
https://orcid.org/0000-0003-1631-9924,middle,https://orcid.org/0000-0003-1655-5935,2025-03-03,https://doi.org/10.1371/journal.pone.0313103,yes,gold,1932-6203,PLoS ONE,Public Library of Science,https://v2.sherpa.ac.uk/id/publication/17599,None,None,None
https://orcid.org/0000-0003-3599-8563,middle,https://orcid.org/0000-0002-7950-7335,2025-03-05,https://doi.org/10.3390/healthcare13050564,yes,gold,2227-9032,Healthcare,Multidisciplinary Digital Publishing Institute,https://v2.sherpa.ac.uk/id/publication/24801,None,None,None
,first,none,2025-03-07,https://doi.org/10.1167/jov.25.3.5,yes,green,1534-7362,Journal of Vision,Association for Research in Vision and Ophthalmology,https://v2.sherpa.ac.uk/id/publication/17884,None,None,None
https://orcid.org/0000-0002-3859-3257,first,none,2025-01-01,https://doi.org/10.1123/jpah.2024-0225,no,closed,1543-3080,Journal of Physical Activity and Health,Human Kinetics,https://v2.sherpa.ac.uk/id/publication/12252,None,3849:fee_no:Publisher copyright and source must be acknowledged Must link to publisher version with DOI Set statement to accompany deposit (see policy);,None
,first,none,2025-01-01,https://doi.org/10.1123/jsep.2025-0055,no,closed,0895-2779,Journal of Sport and Exercise Psychology,Human Kinetics,https://v2.sherpa.ac.uk/id/publication/12253,None,3849:fee_no:Publisher copyright and source must be acknowledged Must link to publisher version with DOI Set statement to accompany deposit (see policy);,None
https://orcid.org/0000-0001-8985-2610,first,none,2025-03-04,https://doi.org/10.1002/jeab.70002,yes,hybrid,0022-5002,Journal of the Experimental Analysis of Behavior,Wiley,https://v2.sherpa.ac.uk/id/publication/27382,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
